
17:54:31:	 : 1
mindharom	 : 1
lapszemleben.	 : 1
amivelnem	 : 1
bizonyitotta,	 : 1
szodomaban,	 : 1
remenytadott,	 : 1
elhagyja	 : 1
amivelszuleik	 : 1
neurotikussa	 : 1
onkezuleg	 : 1
elvettek	 : 1
sajatszabadsagukat,	 : 1
megmergeztek	 : 1
eletuket.	 : 1
legvegen	 : 1
szakmailagismet	 : 1
kifogasolhato	 : 1
ejtsunk,	 : 1
hozza:	 : 1
remeljuk,	 : 1
alapszemlezes,	 : 1
attilanak.=regionalis	 : 1
hirekinterpol	 : 1
interpol	 : 1
issuedinternational	 : 1
radovankaradzic	 : 1
interpol's	 : 1
provideinterpol	 : 1
apprehension.	 : 1
vicepresident	 : 1
nikola	 : 1
koljevic	 : 1
willnot	 : 1
war-crimes	 : 1
money,"	 : 1
anapparent	 : 1
theyhave	 : 1
denmark's	 : 1
ministerneils	 : 1
flatly	 : 1
forthe	 : 1
added.bosnian	 : 1
hasan	 : 1
muratovic	 : 1
noprogress	 : 1
reintegrating	 : 1
halves	 : 1
karadzicis	 : 1
oslobodjenje	 : 1
moorenato	 : 1
leonidkuchma	 : 1
notoppose	 : 1
newmembers'	 : 1
territories,	 : 1
on15	 : 1
begradual	 : 1
account.	 : 1
ukrainiandefense	 : 1
shmarov	 : 1
eventuallychange	 : 1
non-aligned	 : 1
anytime	 : 1
foreignminister	 : 1
nato.solana	 : 1
europeansecurity.	 : 1
arrives	 : 1
baltics.	 : 1
ukraine,solana	 : 1
vilnius	 : 1
algirdasbrazauskas,	 : 1
solanarefuted	 : 1
offeredpolitical,	 : 1
what"political	 : 1
membership"	 : 1
meant.	 : 1
vilnius,	 : 1
andestonia.	 : 1
membership.-	 : 1
markushungary	 : 1
stabbed.	 : 1
policeannounced	 : 1
israeliembassy,	 : 1
twojews	 : 1
theisraeli	 : 1
tightenedafter	 : 1
afghan	 : 1
budapestjewish	 : 1
lebanon.the	 : 1
suspect,	 : 1
bashkir,	 : 1
40-year-old	 : 1
fromafghanistan,	 : 1
szilagyiromania	 : 1
octavcosmanca,	 : 1
radiobucharest	 : 1
on19	 : 1
cosmanca	 : 1
recently-passed	 : 1
newlaw	 : 1
prefects	 : 1
dismissmayors	 : 1
approval.	 : 1
harshlycriticized	 : 1
mayors.-	 : 1
shafirnine	 : 1
defendantsstood	 : 1
againsthumanity,	 : 1
38defendants	 : 1
offugitives	 : 1
exilingdissidents.	 : 1
includeex-defense	 : 1
tirana's	 : 1
zefloka,	 : 1
ramizalia's	 : 1
ideologist	 : 1
partysecretaries.	 : 1
officials,including	 : 1
ex-chief	 : 1
supremecourt	 : 1
theremaining	 : 1
accused,	 : 1
alia.	 : 1
schmidthungarian	 : 1
brink	 : 1
bankruptcy.	 : 1
managements	 : 1
hungarianradio	 : 1
theinstitutions	 : 1
bankruptcy,	 : 1
primeminister's	 : 1
tamasrevesz	 : 1
($30million)	 : 1
"fast	 : 1
aid"	 : 1
radio,hungarian	 : 1
radio'sfinancial	 : 1
forintdebt,	 : 1
of1996.	 : 1
radio's	 : 1
notmore	 : 1
advertisers	 : 1
szilagyigermany	 : 1
rump-yugoslavia.	 : 1
meetingon	 : 1
asone	 : 1
18april.	 : 1
relationswill	 : 1
april.german	 : 1
manfred	 : 1
kanther's	 : 1
recognitionwould	 : 1
120,000	 : 1
refugees,including	 : 1
germancabinet,	 : 1
-fabian	 : 1
1996.04.17x-subscribe__:	 : 1
kulfold[borisz	 : 1
zaszlobontasa.	 : 1
jelszo:	 : 1
tullihegni	 : 1
zsuganovot!]borisz	 : 1
utasitasara	 : 1
alkalmakkor	 : 1
unnepek,katonai	 : 1
szertartasok,	 : 1
gyozelmeivel	 : 1
kapcsolatosrendezvenyek	 : 1
lobogo	 : 1
rangjara	 : 1
emelkedika	 : 1
csillaggal	 : 1
ekesitett	 : 1
(nszi).	 : 1
[vajonmegvan-e	 : 1
parttagkonyve?][bekeharccal	 : 1
nem]intenziv	 : 1
kezdodtek	 : 1
tuzszunet	 : 1
elereseerdekeben	 : 1
libanonban.	 : 1
bejruti	 : 1
egyesultallamok	 : 1
hatpontos	 : 1
lenyege,hogy	 : 1
leallitjak	 : 1
gerillatamadasokat,	 : 1
allamkivonul	 : 1
(nsz).2.	 : 1
hatarontul[felvidek:	 : 1
labujjhegyen	 : 1
alldogalunk	 : 1
eloszobajaban]a	 : 1
okmanyainakkicserelesevel	 : 1
feltol	 : 1
erkezettvalasz	 : 1
jegyzekre	 : 1
(nszv).[felvidek:	 : 1
dunaszaurusz	 : 1
mohibil?]vladimir	 : 1
oroszorszag,nemetorszag,	 : 1
nagykoveteivel	 : 1
amohi	 : 1
befejezeserol	 : 1
szerzodest.	 : 1
mohiatomeromuvet	 : 1
uzembe(nszv).3.	 : 1
gazdasag[szdsz	 : 1
penzugyminiszteriumon,maris	 : 1
harcteri	 : 1
idegesseg]tardos	 : 1
elnokeodanyilatkozott,	 : 1
letoreset	 : 1
hivatalba	 : 1
lepesekor,	 : 1
hetekbennem	 : 1
valoravaltani.	 : 1
abban,hogy	 : 1
pontosabb	 : 1
vazoljon	 : 1
inflaciomegfekezeserol,	 : 1
tobbletbevetelekkamatmegtakaritasainak	 : 1
felhasznalasarol	 : 1
arrol:	 : 1
belekivan-e	 : 1
reformokba.(nsz)	 : 1
lepodikmeg	 : 1
alighatalal?][megegy	 : 1
bizonyitek,	 : 1
loditani	 : 1
tobbsege!]a	 : 1
felmeresei	 : 1
emberek56	 : 1
tavalyit	 : 1
penzromlasra	 : 1
aziden,	 : 1
celkituzeseineksikereben.	 : 1
kinevezeset	 : 1
amegkerdezettek	 : 1
egynegyede	 : 1
szazalekinflacio	 : 1
megkerdezettek28%-a,	 : 1
(mn).[ha	 : 1
egynormalis	 : 1
bukott!][kulfoldrol	 : 1
hurra-optimizmus	 : 1
legujabbhazugsagmestermuve]magyarorszag	 : 1
fel-felbukkano	 : 1
nehezsegek	 : 1
sikertortenet	 : 1
ahatoldalas	 : 1
magyarorszag-mellekletbol,	 : 1
szamabanjelentett	 : 1
handelsblatt.	 : 1
dusseldorfi	 : 1
gazdasaginapilap	 : 1
megallapitja,	 : 1
kelet-europaiviszonylatban	 : 1
-tavaly	 : 1
fenyegette	 : 1
veszelye.	 : 1
ezzelszemben	 : 1
megorizte	 : 1
ados	 : 1
felelospolitikusok	 : 1
gyakorlatbol	 : 1
adossagelengedest,hanem	 : 1
dontesnek	 : 1
importvamkivetes	 : 1
esegyeb	 : 1
megszigoritasok	 : 1
hataroztak	 : 1
(nsza).	 : 1
handelsblattnem	 : 1
"sikertortenet",	 : 1
ellenkezojet!kimondja	 : 1
eltagadotttenyt	 : 1
csodben	 : 1
annakdeklaralasat	 : 1
eladasaval,	 : 1
nyomorbadontesevel	 : 1
elodazni.	 : 1
"megbizhato	 : 1
ados"hirerol	 : 1
"befektetoi",	 : 1
hanem"spekulacios"	 : 1
hitelminositesu,	 : 1
felette	 : 1
allhitelkepessegben!	 : 1
erzekelteti,	 : 1
akleptokrata	 : 1
-sajat	 : 1
fejeben-	 : 1
akulfoldnek	 : 1
zoldet	 : 1
szabadrablasra,	 : 1
mintlengyelorszag	 : 1
negyedreszere	 : 1
adossagat,	 : 1
toronymagasan	 : 1
fejlodesben!][ujabb	 : 1
akasztunk	 : 1
nyakunkba]az	 : 1
befejezodott,	 : 1
franciakormany,	 : 1
ebrdtartos	 : 1
kelet-kozep-europai	 : 1
szerepvallalasat	 : 1
szorgalmaztak,	 : 1
azamerikai,	 : 1
kanadai,	 : 1
brit,	 : 1
reszvenyesek	 : 1
tamogatasokfelulvizsgalatat	 : 1
surgettek.	 : 1
reiniger	 : 1
magyarosztalyanak	 : 1
komolyanmegvaltoztatna	 : 1
politikajat.	 : 1
dollarkotvenyt	 : 1
piacokon	 : 1
igazifokolomposokra,	 : 1
helyettesevel	 : 1
mondatja	 : 1
olyanhireket,	 : 1
melyert	 : 1
bunhodni	 : 1
szamonkereskor!]4.	 : 1
belfold[tisztesseg	 : 1
miniszter:	 : 1
portfolioja]az	 : 1
t.haz	 : 1
kiveteleveltamogatasukrol	 : 1
biztositottak	 : 1
magatartastilalmarol	 : 1
torvenyjavaslatot.	 : 1
elfogadjak,	 : 1
versenyhivatal	 : 1
(gvh)	 : 1
rangukoztisztviselo	 : 1
megbizatasa	 : 1
delutanihatarozathozatalok	 : 1
alelnokeve	 : 1
kdnp-s	 : 1
kepviselot.fuzessy	 : 1
poszton,	 : 1
akinekmegbizatasa	 : 1
kettevalasautan	 : 1
fuggetlenekhez	 : 1
orszaggyulesjegyzojenek	 : 1
kepviselot.	 : 1
emleknappanyilvanitotta	 : 1
19-et,	 : 1
munkaszuneti	 : 1
lesz(nsz,	 : 1
takonykormanyra	 : 1
"tisztessegminiszterium"	 : 1
tisztesseghez	 : 1
atorveny,	 : 1
van;	 : 1
"nepidemokracia"	 : 1
"szelesiteni	 : 1
kellett"	 : 1
(volna)][kuncze	 : 1
vitatkozni]az	 : 1
ugynoktorveny	 : 1
partnerekmegegyeztek,	 : 1
kezelesere	 : 1
letrehozandotorteneti	 : 1
szakleveltarkent	 : 1
mukodhet,	 : 1
valamennyidokumentumot	 : 1
atvenne	 : 1
kunczegabor.	 : 1
szerencsesnek,hogy	 : 1
kotelezettsegvallalasokurugyen	 : 1
folyjek	 : 1
jovorol	 : 1
szoesik.	 : 1
merenyletrol	 : 1
szolvakuncze	 : 1
talaltakkezigranatokat	 : 1
templomnak	 : 1
semsikerult	 : 1
megallapitani,	 : 1
granatok	 : 1
hazkertjebe.	 : 1
wesselenyi	 : 1
elkovetettmerenylet	 : 1
indokolja,	 : 1
akulfoldiek	 : 1
csoportjait	 : 1
fokozottan	 : 1
ellenorizzek,	 : 1
intezmenyekbiztonsaga	 : 1
vagya	 : 1
fele?	 : 1
valaszthat,	 : 1
vagyunk].	 : 1
kozbiztonsagiallomany	 : 1
megerositett	 : 1
vedelemben	 : 1
budapestinagykovetseget,	 : 1
gepkocsizo	 : 1
jarorok	 : 1
imahazakat,iskolakat	 : 1
intezmenyeiket.	 : 1
repuloteren	 : 1
figyelmetszentelnek	 : 1
el-al	 : 1
jaratainak,	 : 1
tobbszoriatszallassal	 : 1
errevan	 : 1
alatt,es	 : 1
bezarni	 : 1
tomegesen.	 : 1
amagyarok?]	 : 1
mazsihizsvezetoi	 : 1
leszogeztek:	 : 1
antsz-tol	 : 1
amerenylo,	 : 1
afgan	 : 1
athelyezeset,	 : 1
hathonapja	 : 1
parkoloban	 : 1
megallasi	 : 1
elrendeleset	 : 1
isinditvanyoztak.	 : 1
cafoljak,	 : 1
keresek	 : 1
erkeztekvolna	 : 1
hozzajuk.	 : 1
akulfoldiek?	 : 1
meghonosodott	 : 1
magyarhonban,hogy	 : 1
telepeknel	 : 1
"megallni	 : 1
tilos",	 : 1
de"fenykepezni	 : 1
tilos"	 : 1
tablakat	 : 1
felszerelnek	 : 1
termeszetesenmagyar	 : 1
penzen][pufajkas	 : 1
szdsz-ekkel]a	 : 1
sajtoertekezleten	 : 1
elkepzeleset,	 : 1
szdszkategorikusan	 : 1
ellenezne	 : 1
markijelentette,	 : 1
olvasni";	 : 1
csoda	 : 1
tudpeto	 : 1
kategorikus	 : 1
ellenzeserol,	 : 1
mindnyajanolvashattunk].	 : 1
"kozosnevezot".	 : 1
hataskoret	 : 1
szeretne.inkabb	 : 1
kelloeredmenyt	 : 1
mindhatarozottabb	 : 1
surget.	 : 1
nempolitikai,	 : 1
vitatargyava.	 : 1
rendorfokapitanya	 : 1
elmondta:alkotmanymodositast	 : 1
igenyelne	 : 1
letrehozasa,mivel	 : 1
rendorseget	 : 1
ugyeszsegetnevezi	 : 1
nyomozati	 : 1
hatosagkent.	 : 1
ugyeszsegetes	 : 1
birosagokat	 : 1
erositene	 : 1
fokapitany	 : 1
meh-benpolitikai	 : 1
elleninyomozohivatalt	 : 1
mindenkinyiltan:	 : 1
"nyomozohivatalara",	 : 1
mertakkor	 : 1
szdsz-politikusokat	 : 1
revolverezni,hiszen	 : 1
eluralkodott	 : 1
szdszmaffiaval	 : 1
szemben"][pufajkas	 : 1
nyomozohivatalaert]tegnap	 : 1
ulesezett	 : 1
orszagoselnoksege.	 : 1
napirenden	 : 1
altaljavasolt	 : 1
terve,	 : 1
elnoksegnem	 : 1
ugyenem	 : 1
vitapont,	 : 1
kerdestigenyel	 : 1
gyorgyi	 : 1
kifejtette:mindinkabb	 : 1
laparrol	 : 1
estemegtargyalta	 : 1
keszitettmunkaanyagot.	 : 1
gyozo,	 : 1
amunkaanyag	 : 1
helyzetfelismeresevel,	 : 1
visszaszoritasara,	 : 1
egyetert.	 : 1
amnem	 : 1
kidolgozta	 : 1
javaslatot.aggalyosnak	 : 1
keretbe	 : 1
illesztest,	 : 1
ameh-en	 : 1
bunuldozoszervektol	 : 1
vonhat	 : 1
ugyeket.	 : 1
ugyeszsegenbelul	 : 1
egyseget,	 : 1
alegfobb	 : 1
felugyelne.	 : 1
letrehozottbirosagi	 : 1
letrehozna	 : 1
kollegiumot.	 : 1
azsem	 : 1
elhanyagolhato	 : 1
mukodesenekkoltsege	 : 1
magyarhazudozovilagbajnoksag	 : 1
levegoben	 : 1
"600milliard	 : 1
forintos"	 : 1
tetelek,	 : 1
kocsmaban	 : 1
nepszerukifejezesek.	 : 1
teljesennyilvanvaloan	 : 1
nonszensz!][az	 : 1
valaszthat	 : 1
vagykuncze.	 : 1
(termeszetesen	 : 1
mindketten)]horn	 : 1
letorolnek	 : 1
akormanyuleseket	 : 1
rogzito	 : 1
hangfelveteleket.	 : 1
szabadgyorgy	 : 1
felvetelekhosszu	 : 1
semszandeka".	 : 1
muller	 : 1
mehhelyettes	 : 1
allamtitkaranak	 : 1
nyilatkozatat.	 : 1
bikki	 : 1
istvanleveltaros	 : 1
rainer	 : 1
gyakorlatellentetes	 : 1
leveltari	 : 1
ertekudokumentumokat	 : 1
leveltarban	 : 1
megorizni.[tudjuk,	 : 1
faradt,	 : 1
hirben	 : 1
kelleldonteni,	 : 1
horn]boross	 : 1
kedvezotlennek	 : 1
felvetette:	 : 1
milliardoskotelezettsegvallalast	 : 1
elodjetol.	 : 1
minisztertelnokkijelentette:	 : 1
vallalasarol	 : 1
akormanyvaltozas	 : 1
pillanataban	 : 1
rendelkezhet.	 : 1
zavarokat	 : 1
okoza	 : 1
tartozas,	 : 1
kotelezettsegvallalas,	 : 1
garanciakerdesekosszekeverese,	 : 1
kulonnemu	 : 1
kategoriak.	 : 1
kormanyfoazt	 : 1
azta	 : 1
"osszeveritekezett"	 : 1
milliardottamassza	 : 1
feltunonek	 : 1
bekesilaszlo,	 : 1
nemnyilatkozik	 : 1
improvizacio	 : 1
odaallni"	 : 1
fejtegette	 : 1
[utobbi	 : 1
informaciszerint	 : 1
kerdez,	 : 1
hallgat!]	 : 1
vitatkoznak	 : 1
azigazsag	 : 1
[bosegzavara:	 : 1
odaallnak	 : 1
"magyar"televizio	 : 1
hazudozobajnok	 : 1
riporterei	 : 1
is!][ha	 : 1
asanda	 : 1
ipse!]a	 : 1
"felmerese"	 : 1
nepszerutlen	 : 1
bokroslajos	 : 1
orokebe	 : 1
kevessel	 : 1
atlagat.	 : 1
60pontos	 : 1
alkalmassagi	 : 1
mutatoval	 : 1
[mitol	 : 1
"nepszeru"	 : 1
valakiakiben	 : 1
40%-anak	 : 1
bizalma	 : 1
nyilvanvaloanelfogult	 : 1
sem?].	 : 1
(67)	 : 1
keletigyorgy	 : 1
(65)	 : 1
miniszterekrangsoraban.	 : 1
kormanytagok	 : 1
bizalomindexenek	 : 1
afebruarban	 : 1
49,1	 : 1
pontrol	 : 1
51,1	 : 1
modosult.	 : 1
[picit	 : 1
ittcsalni,	 : 1
csalashoz	 : 1
tarthatatlan,hogy	 : 1
bevallja	 : 1
ipse,	 : 1
nincsbizalma	 : 1
kormanyban!).	 : 1
elegedettsegiindexeinek	 : 1
atlaga,	 : 1
szamottevoen,	 : 1
pozitiviranyban	 : 1
valtozott:	 : 1
44,3-rol	 : 1
45,1	 : 1
pontraemelkedett,	 : 1
javulas	 : 1
kormanypartiszimpatizansoknak	 : 1
[namarmost,	 : 1
egykormanyban,	 : 1
"miniszteriumok"	 : 1
halmaza,	 : 1
bizalma,	 : 1
kellmondania!][meg	 : 1
itt"minden	 : 1
minden"]solyom	 : 1
rovidmegbeszelest	 : 1
gyulaminiszterelnokkel.	 : 1
megbeszelesrol	 : 1
csupanannyit	 : 1
kozolt:	 : 1
hogymeghivja	 : 1
kormanyfot	 : 1
nemzetkozikonferenciajara.	 : 1
allitasa	 : 1
aktualpolitikai	 : 1
nemesett	 : 1
elhiszi,az	 : 1
megkaphatja	 : 1
munkasor-eskujenek	 : 1
diszkiadasuemleklapjat!][egeszsegugyi	 : 1
fizetes	 : 1
inflacioval?]a	 : 1
elnokekedden	 : 1
egeszsegugyiberemeles	 : 1
kifizetesenek	 : 1
szabott	 : 1
egeszsegbiztosito.	 : 1
ezzelelharult	 : 1
intezmenyekaprilis	 : 1
20-atol	 : 1
a19	 : 1
tobbletet	 : 1
(nsza).[csodben	 : 1
gyogyszerellatas]a	 : 1
kozgyogyellatas	 : 1
majustol	 : 1
bevezetesemiatt	 : 1
osszeomolhat	 : 1
egeszsegbiztositogyogyszertamogatasi	 : 1
azigeretekkel	 : 1
majusban	 : 1
apatikaszerek	 : 1
gyogyszergyartokegyesulete	 : 1
elhangzottaz	 : 1
kozgyogyellatasi	 : 1
elkeszitesekor	 : 1
hatterbeszorultak	 : 1
(nsz).[boross	 : 1
ivan?]boross	 : 1
felelotlennek	 : 1
komolytalannaknevezte	 : 1
kijelenteseit.leszogezte:	 : 1
allitasa,	 : 1
tavoztak	 : 1
kilepettek	 : 1
nemzetizaszlo	 : 1
boruljanak	 : 1
szitokszokentemlegetett	 : 1
ellen".	 : 1
kilepoket	 : 1
szemelyesambiciok	 : 1
vezereltek.	 : 1
maradni.szabo	 : 1
leegyertelmuen	 : 1
europaiintegracioja	 : 1
latvanyosanfogadta	 : 1
awacs-gepekmagyar	 : 1
tavozasat.	 : 1
voltminiszterelnok	 : 1
analfabetizmus	 : 1
ilyesmiketallitani,	 : 1
partnerseg	 : 1
bekeertnyilatkozatot,	 : 1
targyalasan	 : 1
egyetlenorientacios	 : 1
iranya	 : 1
csernomirgyinnel	 : 1
igeneredmenyes	 : 1
rendezeseugyeben,	 : 1
amikorkiderult,	 : 1
bombazni	 : 1
teruleteket.mivel	 : 1
tuzvezetesre	 : 1
alkalmasak,	 : 1
nemengedhette	 : 1
iranyitva	 : 1
magyarlaktaszerb	 : 1
bombazzanak	 : 1
boross...	 : 1
5.o.).[az	 : 1
szobol?	 : 1
kisebbsegben,	 : 1
mertsem	 : 1
oarulasukhoz,	 : 1
behodoltak	 : 1
liberalisoknak!]barany	 : 1
alternativa?	 : 1
azmdnp	 : 1
megalakulasaval	 : 1
aharomparti	 : 1
negyparti	 : 1
kdnp,mdf,	 : 1
megalakuljon	 : 1
jobbkozepalternativa,	 : 1
kepespolitizalni".(mn)	 : 1
[amerikaiul	 : 1
fejezik	 : 1
"piaci	 : 1
legy"-szeru	 : 1
pimaszsagot	 : 1
kiszakad	 : 1
megneki	 : 1
foljebb	 : 1
kiszakadt:"what	 : 1
understand!?".	 : 1
politikumnakantall	 : 1
"kiesett	 : 1
kozepe"	 : 1
szakadatlanpolarizacio	 : 1
vegbe,	 : 1
radikalizacio	 : 1
megallithatatlan!][gazdasagi	 : 1
agrobank]a	 : 1
vadirat	 : 1
kunos	 : 1
peterelsorendu	 : 1
vadlott	 : 1
kihallgatasaval	 : 1
agrobankrt.	 : 1
buntetopere.	 : 1
kunost,	 : 1
penzintezetfelfuggesztett	 : 1
vezerigazgatojat	 : 1
tettest,	 : 1
voltbankelnokot	 : 1
bunsegedet	 : 1
tizrendbeli,	 : 1
szervezetonallo	 : 1
intezkedesre	 : 1
jogosult	 : 1
dolgozoja	 : 1
bunszovetsegben,uzletszeruen	 : 1
vesztegetessel	 : 1
fovarosifougyeszseg	 : 1
penzugyminiszteriumnak	 : 1
hitlerhez?]a	 : 1
penzugyminiszteriumtol	 : 1
monusaron	 : 1
kervenyezte	 : 1
kiadasanakjogat,	 : 1
nyomdaban	 : 1
atervek	 : 1
interseas	 : 1
gondozasaban	 : 1
napvilagot.monus	 : 1
jogosultsaga,	 : 1
merthitler	 : 1
kulturorokseg	 : 1
tartalmanakmegismeresere	 : 1
jogosult.	 : 1
szaud-arabia	 : 1
semlepett	 : 1
igennyel,	 : 1
megjelent.[mindenaron	 : 1
kozlest!nem	 : 1
cenzurakiserlet	 : 1
azinternet	 : 1
korszakaban?]=az	 : 1
eltunese(reszletek	 : 1
c.konyvebol,	 : 1
1996.)a	 : 1
erdekcsoportokmerkozesenek	 : 1
szintere	 : 1
hatalomvaltastkovetoen	 : 1
tudtakizarolagosan	 : 1
ervenyre	 : 1
eretegeket	 : 1
vezetocsoport,	 : 1
kozep	 : 1
burzsoa	 : 1
reteg,	 : 1
nomenklatura.	 : 1
azerdekutkozesek	 : 1
engedmenyek,	 : 1
azonprivatizacio	 : 1
spontan	 : 1
privatizaciot	 : 1
vissza,ami	 : 1
engedmemnytjelentette,	 : 1
torekveseket	 : 1
elegitettevolna	 : 1
hitelcsomagja	 : 1
e-hitel,	 : 1
mrp-program	 : 1
szolgalta	 : 1
tenderek	 : 1
alakithatosaga	 : 1
politikainomenklaturanak	 : 1
kedvezett,	 : 1
atalakulasitorveny	 : 1
tulajdonosoknk	 : 1
legnagyobbkedvezmenyt	 : 1
adomerseklessel.a	 : 1
maganiositas	 : 1
karosultjai	 : 1
azutcara	 : 1
kihagytak	 : 1
folyamatbol.	 : 1
aprivatizacio	 : 1
voltelokeszitett,	 : 1
privatizaciosstrategia,	 : 1
egyenranguan	 : 1
amunkavallalokat,	 : 1
tulajdonosokat.	 : 1
akoztulajdon	 : 1
szentsegenek	 : 1
dogmaja	 : 1
jollehet	 : 1
koztudott	 : 1
volt,ahol	 : 1
midnenki	 : 1
tulajdonos,	 : 1
tulajdonos.	 : 1
privatizaciotehat	 : 1
zarhatott	 : 1
le,kulturalt	 : 1
nevesitesevel,	 : 1
maganositasbabevonja	 : 1
munkavallalokat,	 : 1
elotttortenik.ezzel	 : 1
holdudvaruk	 : 1
korebenfillerekert	 : 1
kiarusitasa,	 : 1
kizarva	 : 1
amunkavallalok	 : 1
tobbseget.	 : 1
mezesmadzagkent	 : 1
[munkavallaloireszveny	 : 1
erejetvesztette.	 : 1
tomegesse	 : 1
valasa,	 : 1
ipar	 : 1
mezogazdasagcsodbejuttatasa,	 : 1
osszegekert.	 : 1
ahosszu	 : 1
koncepciok,	 : 1
fole,	 : 1
oriasivagyonvesztes,	 : 1
"elolvadasa".1989-ben	 : 1
2000milliard	 : 1
merlegekben	 : 1
tetelek	 : 1
becsulterteke	 : 1
milliardft.	 : 1
meg.1989-1995	 : 1
6-700	 : 1
ertekuvolt.	 : 1
ki.mit	 : 1
osszegek?	 : 1
1995-revalorizalt	 : 1
vagyonertekhez,	 : 1
ft-hoz	 : 1
viszonyitjuk,akkor	 : 1
10%-at	 : 1
akozpontilag	 : 1
maganositani,	 : 1
atulajdonnak	 : 1
20%-a	 : 1
teljesvagyonerteknek	 : 1
70%-a	 : 1
eltunt,	 : 1
reszbenonkormanyzati	 : 1
"elolvadt"	 : 1
vagyonosszege	 : 1
amaganositas	 : 1
"kicsuszott"	 : 1
kezebol,	 : 1
mukodtekkozre,	 : 1
felhalmozodasa	 : 1
vegbe.ebben	 : 1
kozremukodott	 : 1
lezajlottspontan	 : 1
privatizacio,	 : 1
kiaramlott	 : 1
vagyonmentesnekfeltuntetett	 : 1
tulajdonhanyad,	 : 1
modositasanyoman	 : 1
vagyonvesztes	 : 1
(mindenekelott	 : 1
amortizacioselszamolasok	 : 1
kovetezteben),	 : 1
keleti)	 : 1
esbelso	 : 1
piacvesztese.a	 : 1
kimutatott	 : 1
vallalti	 : 1
jovedelmekbol	 : 1
amortizacioselemek	 : 1
jovedelemkent	 : 1
meg)	 : 1
adokeletkezett.	 : 1
szamoltamortizacioja	 : 1
felhalmozasanak	 : 1
magasadoterhek	 : 1
sajatossagga	 : 1
azadoeltitkolas,	 : 1
maganszektor	 : 1
gyorskiepulesevel	 : 1
lepeset	 : 1
menniysege,	 : 1
ezaltalcsokken	 : 1
bevetel.	 : 1
bearamlasa	 : 1
8milliardra	 : 1
osszegbol	 : 1
dollarkotheto	 : 1
folyamatahoz,	 : 1
vallalkozasokalapitasat	 : 1
termelt	 : 1
profitnak	 : 1
60%-attette	 : 1
zsebre	 : 1
javareszet	 : 1
kivitte	 : 1
ismutatja,	 : 1
vallalatokatszerezte	 : 1
elelmiszeripar,	 : 1
gyogyszeripar,	 : 1
vegyiparstb.	 : 1
megvasaroltvallalatoknal	 : 1
jelentosebb	 : 1
technologiai	 : 1
atalakitast	 : 1
hajtottakvegre,	 : 1
behoztak	 : 1
termekeiket,	 : 1
ugrasszeruenmegemelkedtek	 : 1
arak.	 : 1
tehatlenyegeben	 : 1
vasarolta	 : 1
szamara.=regionalis	 : 1
hireku.s.	 : 1
urals	 : 1
defensive.	 : 1
administrationofficials	 : 1
militarycomplex	 : 1
bashkortostan	 : 1
u.s.disarmament	 : 1
dailydigest,	 : 1
cullins	 : 1
admittedthat	 : 1
"unclear,"	 : 1
is"military	 : 1
sense."	 : 1
notprevent	 : 1
torussia	 : 1
nunn-lugar	 : 1
continue.	 : 1
departmentofficials	 : 1
"defensive"	 : 1
scottparrishradioactive	 : 1
emergencies	 : 1
ministryannounced	 : 1
hasbeen	 : 1
glazynino	 : 1
emit	 : 1
1,600microroentgens	 : 1
level).	 : 1
afp,	 : 1
atelevision	 : 1
usinga	 : 1
beenused	 : 1
morvantthis	 : 1
gyorshirek	 : 1
kongresszusrol	 : 1
kozvetito	 : 1
c-span	 : 1
televizioadas	 : 1
mutatta,	 : 1
d.u.	 : 1
orakor,	 : 1
megszavazta	 : 1
"permanens	 : 1
mfn"	 : 1
(legnagyobb	 : 1
vamkedvezmeny)	 : 1
statuszt,	 : 1
h3161	 : 1
kedvezmenyre	 : 1
(174:23	 : 1
aranyban),	 : 1
republikanusoknal	 : 1
ellenszavazo	 : 1
szavazott.	 : 1
kuzdelme	 : 1
alulmaradt.	 : 1
osszefogassal	 : 1
gyozni!	 : 1
felsohaznak	 : 1
(szenatus)	 : 1
hagyni,	 : 1
valoszinubb	 : 1
masik].	 : 1
kiboviteset	 : 1
jelenti:	 : 1
elosegiteset	 : 1
amiek	 : 1
3564.	 : 1
torvenyjavaslatnak	 : 1
terjeszteset	 : 1
amerkai	 : 1
(amosz)	 : 1
magyarorszagak,	 : 1
lengyelooszagnak	 : 1
koztarsasagnak	 : 1
felvetelet	 : 1
megkonnyiteni.	 : 1
erdekebe	 : 1
tagjakent	 : 1
szenatusban,	 : 1
pasztor	 : 1
lasziot,	 : 1
deluta	 : 1
tanacsadoja:	 : 1
megbeszelesukon	 : 1
ismertettek.	 : 1
pasztort,	 : 1
22-re	 : 1
megszavazzak,	 : 1
kepviseioiket	 : 1
tamogassak	 : 1
bekerulesuk	 : 1
eloiranyoz.	 : 1
rovid,	 : 1
tehetik	 : 1
kepviselojuk	 : 1
faxot	 : 1
egyesuletuk	 : 1
kepviseloikek	 : 1
3564	 : 1
1996-et	 : 1
ismerose	 : 1
cselekedjenek	 : 1
hasonloan.	 : 1
keszen	 : 1
eu-tagsagra.	 : 1
felvetelunkrol	 : 1
dressed	 : 1
go"]	 : 1
eu-szabatos	 : 1
szferara	 : 1
versenyszabalyok	 : 1
rendszere.	 : 1
eloirasokkal	 : 1
exporttermekekre	 : 1
gazdasagi-tarsadalmi	 : 1
